昵称,性别,时间,点赞,评论,IP属地,二级评论条数,二级评论等级,uid,rpid
软鹅,女,2024-11-12 13:56:32,1,,上海,14,回复 @中东土豪请我喝骆驼奶 :非商用可以,5,2318586,246639172369
软鹅,女,2024-11-12 13:58:39,2,,上海,14,回复 @毛孩的媽 :是的～很感动！今天和妈妈一起回顾了很多个她以前的视频[星星眼]一如既往的喜欢,5,2318586,246639401457
疯涩步,保密,2024-11-12 14:00:04,1,,北京,14,写的真好,5,295652580,246639456161
软鹅,女,2024-11-12 14:04:25,1,,上海,14,回复 @疯涩步 :谢谢✌🏻,5,2318586,246639754673
毫厘nA,保密,2024-11-13 01:47:05,2,,新疆,14,谢谢！我的互联网嘴替[OK],3,3546676096665968,246667084881
墨白君啊,保密,2024-11-13 03:43:17,1,,河南,14,彩！写的真好。,6,59118554,246674022097
阿吧塞,保密,2024-11-13 03:59:56,0,,安徽,14,谢谢你，你的文字看了叫人很感动,3,349991831,246989453984
软鹅,女,2024-11-13 08:37:09,0,,上海,14,回复 @墨白君啊 :谢谢❤️,5,2318586,246693046497
软鹅,女,2024-11-13 08:37:19,0,,上海,14,回复 @阿吧塞 :谢谢姐妹～[星星眼],5,2318586,246693004497
violalw,保密,2024-11-13 13:16:38,1,,四川,14,写的很好的文字,4,503928173,247031191056
软鹅,女,2024-11-14 15:18:53,0,,上海,14,回复 @violalw :[给心心][给心心],5,2318586,246804943761
软鹅,女,2024-11-14 15:20:44,0,,上海,14,回复 @毫厘nA :hhh[给心心],5,2318586,246805176417
十一月的束河,女,2024-11-12 11:57:29,8,啊！连更两节！纯元复活还和嬛嬛一起出现的震惊！！！,陕西,1,,6,21857533,246941949360
十一月的束河,女,2024-11-12 11:57:46,0,,陕西,1,集,6,21857533,246941816752
不见不念不将就,保密,2024-11-12 21:11:10,2,哇塞，活的。,重庆,0,,6,291057955,246659071313
提提の小明,保密,2024-11-12 16:06:08,3,"云卷云舒，星河璀璨。,翠鸣流水，小狗贪玩。,三年似梦回，伏檩架新椽。,百花迎李归，春早来，忘冬寒。",江西,0,,6,18243281,246650021473
蓬舟三山去,保密,2024-11-12 14:30:23,3,现在b站上一堆抽象的东西看得人恶心，但子柒的视频真的给人一种清爽，温馨的感觉[爱心][爱心][爱心],湖北,0,,3,3537112009804336,246954678832
鲁滨逊开飞机-,保密,2024-11-12 16:12:11,11,"墉子回来了  ,李子柒也回来了  ,华农又养竹鼠了  ,川普当总统了  ,美国实验室又跑了几只猴子  ,所以  今夕是何年？ 要是真能回到那一年就好了……",浙江,0,,6,357512412,246963382800
三花娘娘是只猫,保密,2024-11-12 09:01:56,14,姐是报复性更新啊，哈哈，继续继续,广东,0,,5,527428890,246616487297
卖嘎嘎十块一斤,男,2024-11-12 14:42:59,3,我说实话，过了这么多年，已经没有当年的感觉了，不是视频不好，是我已经变得越来越浮躁,贵州,0,,6,100036424,246955932448
简栎风,保密,2024-11-12 09:01:26,20,姐姐快把库存掏空吧[星星眼]种田文大女主回归！！！,湖南,0,,5,1603304303,246927943168
秋季一露白,保密,2024-11-14 00:51:29,13,得天独厚的地理环境和她从小的经历，从小的时候，所有的人都是旧山取材，所以她们的思维方式和运用东西跟，我们这些人都不一样，她们会利用周围所有的东西来创造出自己想要的，而且他们山里边基本上感觉物资都挺丰富的，因为她们那里边人应该都蛮勤劳的，所以山上很多果树啊之类的，而像我们这个片平疙瘩地，一马平川的，我的奶奶是四川的，她说四川是个很美的地方，门前下面有一条河，那个河里边那个水，很清澈，她讲以前的生活地方很美，但是我们一直没去过他的年纪也大了，而且去了之后只能住到自己的兄弟家里，所以她一般没什么事情都不怎么去。,河南,1,,5,1689860623,247061246416
秋季一露白,保密,2024-11-14 00:52:50,0,,河南,1,独一无二的美啊,5,1689860623,247061366096
羽折不渡红尘,保密,2024-11-12 12:35:07,3,刚发现没有关注姐姐，想了想发现姐姐断更的时候还没有这个号,吉林,0,,4,3494364049312711,246944953632
markpakinnn,保密,2024-11-13 04:25:14,3,@加4减1 我去 好古早的人物[惊讶],安徽,1,,3,2089865757,246677164673
加4减1,保密,2024-11-13 04:31:22,0,,安徽,1,我嘞个豆！[星星眼],4,3494362472253480,246677773649
白珷,保密,2024-11-12 15:06:07,6,三年啊三年，是你吗 李子柒！姐姐，你终于回来了！！好想你啊，过去一年每当焦虑的时候我就会去看你的视频，看完真的很平静，真的好想你啊[星星眼][星星眼][星星眼],广东,0,,4,651286675,246645074561
死亡是凉爽的仲夏夜,保密,2024-11-12 17:19:53,2,真正的顶流，沉寂3年，还有信众无数,海南,0,,5,95059085,246654250609
Smile_莲,保密,2024-11-15 08:36:15,3,说违章违建的城市呆傻了吧，这是农村宅基地，又没占用种植田地,安徽,0,,5,479699495,246854679313
区区呆唯罢了,男,2024-11-13 11:59:12,1,看完到了最后一秒[打call][打call],湖北,0,,6,95184121,247024613536
书记官大人我是你的狗,男,2024-11-13 09:31:57,1,哇，躺会儿[桃源_傲娇],河南,0,,5,474876928,247012060752
小黄堡呗丶,保密,2024-11-13 01:26:52,1,好耶，看到更新赶紧点进来，点进来就看到柒娃子的粉丝数正好是777.7W[脱单doge]，还以为是官方的小恶作剧，没想到是真的被我捕捉到了,江苏,0,,6,105824943,246979720016
亦墨i,男,2024-11-13 00:07:33,1,遇见生活，遇见美好，平安顺遂,山东,0,,4,3546570853189637,246976055056
aTfFh,保密,2024-11-12 20:22:04,1,[大哭][大哭][大哭]终于更新了,浙江,0,,6,306180845,246971867280
callmedc,保密,2024-11-12 19:01:03,1,777.7万粉丝！恭喜回归！[给心心],广东,0,,5,68446542,246970473248
奔跑的晓羊,女,2024-11-12 18:57:55,1,哇塞，此刻的粉丝是777.6，真好的数字,北京,0,,5,501852645,246970434880
非洲小馒头づ,保密,2024-11-12 18:55:30,1,命运的安排！！[打call][打call][打call],江西,0,,5,352475929,246970404928
其实我是贝斯手,女,2024-11-12 18:53:24,1,今夕是何年，777.7万,福建,0,,6,157587506,246970303360
サーマンギター,男,2024-11-12 18:57:07,1,粉丝数777.7？（柒）,北京,0,,6,253795148,246970228432
藤子F不二鸭,保密,2024-11-12 18:37:55,1,中国古典美学 框架 yyds[大哭],湖北,0,,6,68569522,246970014336
器灵银月,女,2024-11-12 17:50:50,1,这个粉丝量可以[2233娘_大笑],四川,0,,6,43069409,246968399216
真是个魔幻的世界,女,2024-11-12 15:30:50,1,姐姐嘶哈嘶哈～,四川,0,,6,36415843,246960160368
Christine蘑菇蘑菇蘑,保密,2024-11-12 15:05:18,1,今天正好是B站注册十周年纪念日，同贺同贺,北京,0,,6,6984525,246957930448
暴躁老莫,保密,2024-11-12 14:51:49,1,好！移出“停更”tag！[热词系列_热乎][热词系列_镇站之宝][热词系列_有生之年][热词系列_爷关更][热词系列_吹爆][热词表情_世萌双冠],广东,0,,6,473888518,246956634176
钢蛋紫,保密,2024-11-12 12:42:59,1,我这号全是养成了，欢迎回来,重庆,0,,6,282152610,246945511280
不倒翁骑士,保密,2024-11-12 11:54:24,1,她还在剪！ 还有！[给心心][给心心][给心心],河南,0,,6,92274602,246941704944
゙三叶,保密,2024-11-12 11:01:53,1,兄弟们过年了，还有[喜欢],重庆,0,,6,89500,246937366000
若云僧伽吒,保密,2024-11-12 09:22:39,1,～【僧伽吒】【僧伽吒】,福建,0,,5,474325600,246929316784
李意-道相佛量,男,2024-11-12 09:16:10,1,看，这就是子柒东来。[doge][doge][doge],河南,0,,6,95414610,246928921008
胡大江01,男,2024-11-12 09:15:40,1,还有视频，姐姐说还在剪辑！,北京,0,,6,169968634,246928907440
宥风love,保密,2024-11-13 04:20:24,2,拜我们中国自己的神[给心心],吉林,0,,6,21172957,246676698945
墨裳2008,女,2024-11-13 03:26:26,1,手臂的线条好美,广东,0,,5,235108275,246672783809
小乔家的鱼,保密,2024-11-13 00:40:34,1,这一帧绝美眼中星光万丈,河南,0,,6,193866576,246663792609
HelloMuto,保密,2024-11-12 17:56:00,1,777万粉丝纪念,广东,0,,5,1271793592,246655625809
时光执笔书流年,男,2024-11-12 17:51:18,1,刚好777万粉丝,广西,0,,5,363908759,246655438161
冬天烘火夏天摇扇,保密,2024-11-12 15:04:19,1,2.5w人一起看她的那片星空,安徽,0,,5,267294875,246644868929
月上zhi头,保密,2024-11-12 13:56:34,1,柒姐也是越来越美了呢[给心心][给心心][给心心],广东,0,,5,693852665,246639173937
糯玉米甜玉米,男,2024-11-12 13:33:24,1,00:17 扬眉吐气！！！,浙江,0,,6,9266479,246637307409
该昵称带颜色,保密,2024-11-12 13:21:54,1,芜湖！,广西,0,,6,138053556,246636307409
鹿游码头,女,2024-11-12 11:39:40,1,心儿永远向往着未来；现在却常是忧郁：一切都是瞬息，一切都将会过去；而那过去了的，就会成为亲切的怀恋。,北京,0,,5,634097759,246628228081
爱哭丶阿木木,男,2024-11-12 10:26:17,1,李子柒这油管账号数据真炸裂啊，上线一个小时数据。,江苏,0,,6,332057999,246622502001
路人汤大侠,男,2024-11-12 10:05:36,1,看看,福建,0,,5,350346575,246620841473
良辰锦鲤,保密,2024-11-12 09:40:08,1,阔别三载！君问归期未有柒，等来多少烟雨，终于等到李！,广东,0,,2,3546789948950683,246619064657
胖，胖,保密,2024-11-12 09:38:24,1,这个绣球好好看，有没有人知道是什么品种啊？[委屈][给心心],湖北,0,,4,30681074,246618973569
进击滴王尼玛,男,2024-11-12 09:15:33,1,13:15 真好[乖巧宝宝 清凉一夏_哇塞],北京,0,,6,6225567,246617367489
半满--,保密,2024-11-12 09:01:06,1,？[doge][吃瓜][吃瓜]首评,湖南,0,,5,537979879,246616417457
papagona,保密,2024-11-12 21:15:47,4,啊啊啊曾经的李子柒回来小羊还在吗,广东,1,,5,349299914,246972644304
papagona,保密,2024-11-12 21:18:39,0,,广东,1,我也是喜欢她的小羊，都是回忆,5,349299914,246972664288
Nillllll_l,女,2024-11-14 11:55:42,1,这才是大女人,山东,1,,5,89788604,247107934128
爱吃沙拉的小吴同学,女,2024-11-14 12:36:07,0,,吉林,1,回复 @季映慧花雨 :集短又开始幻想敌人了，无人在意[笑哭][笑哭][笑哭],5,62831450,246791733121
书生与小姐,保密,2024-11-30 01:32:57,2,李子漆一个人相当于一整条生产线[笑哭],北京,2,,6,210974508,248423408448
每天都跑第一快,保密,2024-12-01 02:03:19,0,,广西,2,不是“漆”呀[笑哭],4,1271314966,248140296865
书生与小姐,保密,2024-12-01 07:31:30,0,,北京,2,回复 @每天都跑第一快 :哈哈哈问题不大,6,210974508,248543843472
芸蝶禾兰桥,保密,2024-11-14 02:10:11,2,之前就超级爱看妳的视频，支持子柒🥺,辽宁,0,,4,1333268930,247065552000
惊鸿踏雪,女,2024-11-13 13:03:12,2,只有子柒的视频，一秒也不舍得快进,青海,0,,6,23425721,247030167648
鱼鱼与尾,女,2024-11-12 09:34:49,18,李子柒的账号运营人也变成李子柒，不是李佳佳了，这三年到底发生了什么[思考],上海,6,,5,297526608,246930214000
hellen2023,女,2024-11-12 10:00:09,9,,四川,6,已经更为本人名字了,6,9253909,246932148784
鱼鱼与尾,女,2024-11-12 10:01:13,3,,上海,6,回复 @hellen2023 :李佳佳不是她的真名吗,5,297526608,246932197920
窦大鹅,男,2024-11-12 10:08:37,8,,黑龙江,6,回复 @鱼鱼与尾 :本人改名了。,6,16476915,246932823152
鱼鱼与尾,女,2024-11-12 10:11:16,0,,上海,6,回复 @窦大鹅 :确实只有这种可能了,5,297526608,246933123024
时零ぃ,保密,2024-11-12 10:31:11,25,,浙江,6,回复 @鱼鱼与尾 :这样她就等于是实名上网了，以后别人就不能恶意抢注李子柒这个商标了,5,253470481,246622799441
张昭重,男,2024-11-12 18:42:13,7,,广东,6,回复 @时零ぃ : 叫李佳佳别人也抢注不了的。关键是有人恶意分裂ip，说“从此再无李子柒，只有本名李佳佳”之类，混淆视听，所以她改成这个出名的艺名。,6,327513417,246970042400
Alice-竹鹿,女,2024-11-12 09:57:54,18,"心中无可替代的存在，初见时我高中，重逢时已大学毕业，原来真有岁月可回头，心中难以抑制的感动。,爱她所呈现的南山种豆带月荷锄的田园生活，爱她回归本源的简单与质朴，爱她与花草作伴共眠的诗意与优美，爱她传承传统文化的创新模式，更爱她坚韧不屈的灵魂……,慢慢走，欣赏啊。在子柒的视频里也感受到这一份岁月缓缓流淌的沉淀美丽吧。",未知,0,,6,4668332,246931961104
祎帧,保密,2024-11-12 18:10:17,4,好厉害！姐姐干什么事都会成的！,江西,3,,6,221730458,246655965521
西芙--,保密,2024-11-12 18:17:02,0,,江西,3,不好意思点到踩了已取消[跪了],4,3546562737211830,246969455792
祎帧,保密,2024-11-12 18:26:50,0,,江西,3,回复 @西芙-- :没关系啦hh[桃源_乖巧],6,221730458,246656358577
不要冷落,保密,2024-11-12 19:21:12,0,,湖南,3,回复 @西芙-- :你好温柔啊，[汤圆]天呐,5,344608431,246970928064
吱吱心想事成,保密,2024-11-12 17:20:54,2,干这些活可累了，超牛的姐，活得有声有色,上海,0,,6,4334332,246967384832
小易还要怎样,保密,2024-11-13 01:54:10,2,之前看到一种说法。华农兄弟又开始养鼠。李子柒又开始拍视频。好像我的那一年夏天又回来了。,新疆,0,,6,34423162,246667469169
波波夫战警,保密,2024-11-12 09:49:13,3,太感动了李子柒终于回来了 粉丝们不离不弃,山东,0,,5,73201991,246619692065
尸菌菌qwq,女,2024-11-12 11:28:48,9,哇！！！,河南,1,,6,17367640,246939560720
vct_story,保密,2024-11-12 12:24:53,0,,河北,1,捉！,4,1845124820,246944162736
空壳子93,保密,2024-11-17 12:09:56,2,真的是，难以形容的震撼。,河北,0,,4,3493125999822970,247044921521
行星の坠落,女,2024-11-12 09:10:14,3,柒妃这对龙凤胎算是保了她一辈子荣华富贵,江苏,0,,6,23158062,246616985873
心の函,男,2024-11-12 14:58:19,5,期待柒姐和九月联动[给心心],上海,1,,4,3494360482056624,246957260080
云倩兮,女,2024-11-12 15:33:24,0,,云南,1,都是优秀的姑娘,5,311353040,246960407008
闲狼狼,男,2024-11-13 03:10:00,2,上次看的时候好像还没口罩那，有几年了，进来抢个位置先,河北,0,,6,38953,246671828881
边吃手机边看饭,保密,2024-11-12 22:55:05,2,原来有川普就有李子柒,吉林,0,,6,357991450,246660307089
谪仙ヽ,男,2024-11-12 14:45:47,15,我靠 我天还在评论区说李子柒要是能继续拍视频发油管上 文化输出效果肯定好 结果今天就爷青回了[惊讶],浙江,3,,5,251858410,246956173248
贝塔白白,保密,2024-11-12 14:48:41,2,,云南,3,大家都没忘记她,6,521662903,246956480960
念无麋,保密,2024-11-12 17:25:17,0,,广东,3,起心动念,5,562140123,246967565136
你的助手,男,2024-11-13 15:23:27,0,,天津,3,这是哪个视频的评论 我想看看搬了啥,6,63515499,246725936369
飞翔小耗,男,2024-11-12 12:00:44,4,终于等到你还好我没放弃，愿子柒往后岁月，万事皆顺，所愿皆成；愿我们与你长久共行，来日方长。,江苏,1,,6,2244309,246942196720
飞翔小耗,男,2024-11-12 12:02:16,0,,江苏,1,我和我老婆还有女儿都是你的粉丝，孩子看你的视频，爱上了手工，爱上了传统，爱上了这美好的中华传统文化，感谢子柒，永远爱你😘,6,2244309,246942238000
猪猪704,男,2024-11-12 18:35:44,3,这几年看的太多手工up老实讲子7做的有点粗糙，[doge]不过还是牛的,广东,2,,6,28914702,246969802432
AA下水道疏通王姐,保密,2024-11-12 18:58:52,2,,江西,2,可能过个几年老化了再建个更好看的 这样又有素材了不是[doge]而且审美也会一直更新的,5,19629401,246970235872
宁先生我饿了,保密,2024-11-13 07:48:57,1,,陕西,2,你去看看衣柜那个视频在来说糙[翻白眼],5,437063913,247004873504
一尘壹辰,保密,2024-11-14 15:47:29,2,柒姐姐回来拯救国内网络环境了[大哭]，现在国内网红长期被小杨哥这种恶臭网红霸占着，柒姐姐才是国内顶级网红该有的样子[大哭],辽宁,0,,2,3546783059806994,246807377217
Falsemanster,保密,2024-11-30 09:27:03,2,@暴总不开心 回到了过去[大哭][大哭][大哭],辽宁,2,,3,3493110208269215,248459934688
Falsemanster,保密,2024-11-30 09:28:18,0,,辽宁,2,好怀念,3,3493110208269215,248459969520
暴总不开心,保密,2024-11-30 10:36:46,0,,湖南,2,回复 @Falsemanster :[支持],2,1375711298,248090494689
北体宇哥,男,2024-11-12 09:11:56,3,今天会更十个视频吗？期待一下。,云南,0,,6,392698085,246617093345
拉尼亚凯亚居民,保密,2024-11-12 17:24:45,13,不造作，不过度宣传，没有所谓抓人眼球的爆点，只是细水长流，她的视频不仅是代表传统文化，更是代表中国百姓自古以来的传统生活方式。,江西,0,,5,1273112069,246654362785
下一次回首,保密,2024-11-13 02:05:43,2,欢迎回归[打call][打call][打call][打call][打call],安徽,0,,4,3546590635624744,246981821072
艾簌簌,保密,2024-11-17 12:07:33,2,这么些年，徒手搓一切的她，还是立项甚至CAD都不用……,智利,0,,6,40389460,247044682657
给你一拳西兰花,保密,2024-11-12 09:18:30,5,你知道我这两年是怎么过的吗[大哭]终于等到你 还好我没放弃[大哭][大哭][大哭][大哭],广东,0,,4,518665527,246929142816
小魄萝,男,2024-11-12 10:20:10,3,特朗普当选，动画在看双城之战，LOL全华班又被飞科打败了，子柒在更新，好像过去的记忆一遍遍在重演！ 今夕是何年？,江苏,0,,6,106172982,246621963873
微风轻轻吹呀呀,保密,2024-11-14 10:49:37,2,[打call][打call][打call],广东,0,,4,2144871085,246783266225
拜火神教大祭司,保密,2024-11-12 13:46:47,2,除了真有什么大事，有这待遇的，一个是原神，一个是lol赛事[妙啊],上海,0,,6,225207344,246950855392
朝花熙熙,保密,2024-11-12 15:03:04,2,真的看的我好震撼呀,河南,0,,5,3461575507708059,246644912641
ylqbzd,保密,2024-11-13 05:29:44,3,看她的视频总是很感动  特别是她做一个视频，需要花的时间的跨度    在这个快节奏的时代   一个视频花个3-5年    觉得自己的生活也该慢下来   也可以慢下来   对于自己想要的东西    是值得自己每天每天每天花时间慢慢的一步一步的去完成的,广西,0,,5,339747151,246682148993
司囡囡-,女,2024-11-13 03:57:56,2,大概这就是纯元皇后的杀伤力吧[大哭][大哭][大哭][大哭],山东,0,,6,11393628,246989311456
billibilliboy,保密,2024-11-12 12:19:07,22,到了这个量级的自媒体应该可以上4K甚至杜比视界了，毕竟一年几千万上亿的流水，加上还是视觉系的平道，还停留在1080P就有点说不过去了,加拿大,9,,5,418039448,246943591744
不爱吃榴莲的kk,保密,2024-11-12 13:20:54,30,,贵州,9,又不是拍电影或者像影视飓风那样的以视频后期制作为主的up，需要追求极致画质，对于这些做生活类户外主题的up来说，内容才是王道,6,396234228,246948744480
蓝心jovi,保密,2024-11-12 13:21:25,5,,湖南,9,哈哈，来自大会员的吐槽,5,483591561,246636355697
万万万万恶,男,2024-11-12 13:23:10,0,,四川,9,哦,6,14593810,246948973200
pia--ji,保密,2024-11-12 14:25:48,8,,河北,9,你是说拍4K，然后被视频网站压缩吗？[笑哭],6,14688223,246954220976
我不癫谁癫啊,保密,2024-11-12 18:30:06,3,,江苏,9,原视频肯定是有4k的，只是b站老传统给压缩了[笑哭],5,693417448,246969867680
三克油先生,保密,2024-11-13 02:42:47,5,,湖北,9,回复 @我不癫谁癫啊 : 影视飓风不是爆过吗（已经删了）平台都会压缩,5,502147934,246984114016
Saint-BenZ,保密,2024-11-13 04:51:29,0,,浙江,9,内容比清晰度重要,6,65627269,246679445761
billibilliboy,保密,2024-11-13 23:37:32,0,,加拿大,9,"回复 @pia--ji : 压缩也是同分辨率的压缩，不会上传4K结果只能看1080p。只是码率下降，不是分辨率。如果上传杜比视界的话，码率压的不会那么狠。毕竟时视觉系的频道。,内容确实好，视频分辨率再提高一点会感觉好很多。",5,418039448,247058050032
billibilliboy,保密,2024-11-13 23:38:48,0,,加拿大,9,回复 @我不癫谁癫啊 : 只会压码率，不会降分辨率，低码率的4k永远比低码率的1080p看得舒服,5,418039448,247058056688
红红红色的锦鲤,保密,2024-11-25 08:27:38,2,视频团队加她就3个人，还能每期都拍的那么温馨治愈[大哭][大哭],广东,0,,5,1597642346,248035838928
一只大胖番茄鸭,保密,2024-11-12 12:35:45,3,婆婆一出来真的直接泪奔了，我还停留在婆婆笑呵呵不管子柒在干什么都能在旁边看着，突然在这个视频里发现婆婆都需要子柒扶着修着拐杖慢慢走了，时间真的隔了好久了,山西,0,,5,254520920,246945125472
ToxicityM3,男,2024-11-17 11:10:09,2,子柒真的是德智体美劳全能冠军，多大福分的人才能与她共度余生啊？,四川,0,,6,15385500,247369481520
悲伤紫薯精,保密,2024-11-12 16:48:55,2,李子柒和川普 今夕是何年[保卫萝卜_哭哭],广东,0,,5,688354119,246965779792
山海阳明,保密,2024-11-12 15:14:54,2,子柒太能干了，那个男的娶你就太幸运了[打call],湖北,0,,5,1975244881,246645879121
Rosslik家的猫,保密,2024-11-15 13:23:31,2,b站这清晰度……还是上油管看吧[辣眼睛],湖南,0,,5,391651966,246877300721
little努力out,保密,2024-11-12 15:12:36,2,热搜榜前十，李子柒占仨[OK][OK],安徽,0,,3,3546637272091409,246958567504
鹤祁YY,女,2024-11-12 14:58:42,2,我的天呐，姐姐你终于回来了呜呜呜,内蒙古,0,,5,241760193,246644467985
未來戦士,男,2024-11-12 11:37:05,3,不做饭了，改做土木了？[星星眼][星星眼][笑哭][笑哭],北京,1,,5,46547834,246940209776
烧焦的鱼V,男,2024-11-12 11:50:23,0,,江西,1,做饭只是其中一个题材，一般过节做饭，其他时间都是做手工木工,6,25473828,246941278624
碳酸钙_Hex,保密,2024-11-13 07:38:58,2,第一次觉得弹幕上刷人数那么好看[小电视_哭泣],上海,0,,6,21197821,247004468960
爱生活的鱼,女,2024-11-12 14:57:49,2,看你那会还没男朋友，现在娃幼儿园了[委屈]，谁懂,广东,0,,5,16595973,246957242800
谨言欢,女,2024-11-12 12:32:14,5,顶流无论什么时候回来都是顶流！！！！,江西,0,,5,301465503,246944705728
雪-瑶-天权玑,保密,2024-11-12 10:45:28,3,啊啊啊啊宝贝，你回来了宝贝！！好想你啊~呜呜呜呜呜[眠眠兔_掉小珍珠]回来就好，一直好喜欢你的，爱你哦，不管你出什么我都看的,广东,0,,6,33445400,246935928192
涵语启辰,女,2024-11-12 11:00:01,3,追李子柒的时候还高三，现在本科都毕业了。,辽宁,0,,5,640041432,246937160592
-正版清明-,保密,2024-11-12 09:14:09,4,我攒的币啊！我要这币有何用，有本事让我今天全部投完[妙啊],云南,0,,5,405219777,246617301985
云策开源CMS,保密,2024-11-13 04:47:20,2,这就是赛道鼻祖的魅力。。。,甘肃,0,,5,438386656,246678943329
点赞投币收藏转发置顶,保密,2024-11-12 16:52:47,2,重生区up[星星眼],广东,0,,5,443017413,246966025968
阿喵家的茶,保密,2024-11-12 16:27:16,2,真好，此时此刻还有1.8万+朋友陪我一起看，你在，我在，大家都在[给心心][打call],广西,0,,5,1392535133,246964318624
饭醉咸鱼人苟某,女,2024-11-12 19:57:58,3,我深夜失眠，想起这个视频的内容，觉得这个房屋结构似乎不太能抗台风的样子，然后思索了好一会，才想起来川蜀地区的房屋好像没有抗台风的需求🤔,福建,2,,6,6683946,246971600128
毛孩的媽,女,2024-11-12 21:21:16,2,,中国台湾,2,一個在台灣出生的川蜀人深有同感…,6,210863241,246972682816
子充啊啊啊,女,2024-11-13 03:47:37,1,,贵州,2,这边的雨都很少有噼里啪啦的大雨啦，不过就算抗不了台风也没关系，不住人嘛,6,38855252,246674309057
格瑞喝奶长高高,保密,2024-11-13 01:30:04,2,酒香不怕巷子深，好饭不怕晚，怕的是我等不到，我闻不到[保卫萝卜_哭哭][保卫萝卜_哭哭][保卫萝卜_哭哭],山东,0,,4,3493132385650898,246666320545
哀家笑看作业,女,2024-11-12 09:04:51,4,什么叫闷声干大事啊[doge]你还有多少惊喜是朕不知道的,湖南,0,,5,455498860,246616667921
地球南极,男,2024-11-12 09:21:34,8,三年了，你知道我这三年是怎么期待的吗？好久不见！你要好好的。不忘初心，方得始终。,广东,1,,5,1070374773,246617859873
地球南极,男,2024-11-12 09:36:27,1,,广东,1,你知道你的视频我都看了好几次嘛？欢迎回来，几经风云，希望你还是那个坚强，强大的李子柒。[支持][支持][支持],5,1070374773,246618759809
二狐映月,保密,2024-11-13 03:17:07,2,这个赛道的王回来了！,重庆,0,,6,288821,246986326336
小白菜爱吃大白兔啊,男,2024-11-12 15:26:57,2,在你不在的日子里，世界很浑浊，只有在你的视频里我才能找到一方心灵的净土,北京,0,,5,342014305,246959739264
冷帅锋,男,2024-11-12 14:18:16,84,"今天是我21岁的生日，一整天都是一个人过，直到晚上才有其他的人陪我一块儿过生日,念无与为乐者，于是回到b站，却突然发现心心念念的李子柒姐姐回到了b站，回到了这个大家庭。,我们可能不知道在这几年之间，姐姐到底经历了怎样的迂回与波折，才回到这个账号，回到这个爱她的大家庭，至少在我的人生当中，有你便足够了。,欢迎回来，姐姐，欢迎回到这个爱你的大家庭，谢谢您还记得我们。[给心心],（切蛋糕啦，评论区的各位人人有份[脸红][大笑][给心心]）",天津,34,,6,318931661,246641019185
克莉西娜,女,2024-11-12 14:19:38,1,,河北,34,生日快乐,6,435065749,246953752224
冷帅锋,男,2024-11-12 14:21:06,1,,天津,34,回复 @dawn_dew :谢谢[给心心],6,318931661,246641193393
看花的杀猪匠,保密,2024-11-12 14:21:42,2,,黑龙江,34,生日快乐啊啊啊🍰🍰🍰，那我不客气了嘿嘿[大笑][大笑],5,1266252613,246953955904
冷帅锋,男,2024-11-12 14:23:48,1,,天津,34,回复 @看花的杀猪匠 :放心吃[给心心],6,318931661,246641524049
是不是改名才能中奖啊,保密,2024-11-12 14:29:01,0,,山东,34,生日快乐！[打call],5,1675211212,246954546016
冷帅锋,男,2024-11-12 14:29:30,0,,天津,34,回复 @是不是改名才能中奖啊 :谢谢[给心心],6,318931661,246641913297
贝塔白白,保密,2024-11-12 14:46:42,0,,云南,34,生日快乐，看的我又饿了[喜欢]，我好几年都没吃过蛋糕了,6,521662903,246956200304
冷帅锋,男,2024-11-12 14:56:07,0,,天津,34,"回复 @贝塔白白 :谢谢[给心心],蛋糕是冰的，冻的跟水泥一样[笑哭]",6,318931661,246644263265
低空飞行的胖子,男,2024-11-12 15:01:29,0,,云南,34,只要你喜欢子柒，那咱们就不算陌生人，生日快乐[打call],6,14449292,246644627073
贝塔白白,保密,2024-11-12 15:01:45,0,,云南,34,回复 @冷帅锋 :哈哈，蒸热了然后凉凉也好吃,6,521662903,246957538720
清风随杨柳,保密,2024-11-12 15:05:53,0,,新疆,34,生日快乐🎂天天开心,5,251316435,246957945072
冷帅锋,男,2024-11-12 15:11:17,0,,天津,34,回复 @低空飞行的胖子 :谢谢[给心心],6,318931661,246645547073
冷帅锋,男,2024-11-12 15:11:24,0,,天津,34,回复 @清风随杨柳 :谢谢啦[给心心],6,318931661,246645623857
冷帅锋,男,2024-11-12 15:11:33,0,,天津,34,回复 @贝塔白白 :有点儿腻[笑哭],6,318931661,246645556209
小萌新熙容,保密,2024-11-12 15:26:36,0,,湖南,34,生日快乐呀！,6,391895273,246646920401
漓歆,保密,2024-11-12 15:33:00,0,,河南,34,生日快乐呀[给心心],5,1794476811,246960345952
冷帅锋,男,2024-11-12 15:38:04,0,,天津,34,回复 @小萌新熙容 :谢谢啦[给心心],6,318931661,246647803265
冷帅锋,男,2024-11-12 15:38:09,0,,天津,34,回复 @漓歆 :谢谢[给心心],6,318931661,246647858545
葵葵葵尼,保密,2024-11-12 16:01:57,0,,山东,34,祝你生日快乐,5,456549258,246962646208
冷帅锋,男,2024-11-12 16:32:03,0,,天津,34,回复 @葵葵葵尼 :谢谢啦[给心心],6,318931661,246651710705
咕哒天魔菌,保密,2024-11-12 23:53:47,0,,重庆,34,生日快乐,5,346773507,246975492176
